Dataset_name,Model_name,Calibration_metric,num_classes,num_instances,dataset_type,class_imbalance_ratio,actual_predictions_entropy,Confidence_Mean,Confidence_Median,Confidence_Std,Confidence_Var,Confidence_Entropy,Confidence_Skewness,Confidence_Kurtosis,Confidence_Min,Confidence_Max,Classification_Log_loss,Classification_Accuracy,Classification_Precision_Micro,Classification_Precision_Macro,Classification_Precision_Weighted,Classification_Recall_Micro,Classification_Recall_Macro,Classification_Recall_Weighted,Classification_F1_Micro,Classification_F1_Macro,Classification_F1_Weighted,ECE_before,MCE_before,ConfECE_before,brier_score_before,Wasserstein_Mean,Wasserstein_Median,Wasserstein_Std,Wasserstein_Var,Wasserstein_Entropy,Wasserstein_Skewness,Wasserstein_Kurtosis,Wasserstein_Min,Wasserstein_Max,KL_Divergence_Mean,KL_Divergence_Median,KL_Divergence_Std,KL_Divergence_Var,KL_Divergence_Entropy,KL_Divergence_Skewness,KL_Divergence_Kurtosis,KL_Divergence_Min,KL_Divergence_Max,Jensen_Shannon_Mean,Jensen_Shannon_Median,Jensen_Shannon_Std,Jensen_Shannon_Var,Jensen_Shannon_Entropy,Jensen_Shannon_Skewness,Jensen_Shannon_Kurtosis,Jensen_Shannon_Min,Jensen_Shannon_Max,Bhattacharyya_Mean,Bhattacharyya_Median,Bhattacharyya_Std,Bhattacharyya_Var,Bhattacharyya_Entropy,Bhattacharyya_Skewness,Bhattacharyya_Kurtosis,Bhattacharyya_Min,Bhattacharyya_Max,Best_Cal
Interest_Rate,NAIVE_BAYES,log_loss,3,6573,1,2.09,1.34309,0.59877,0.57994,0.13739,0.01888,12.64492,0.45658,-0.48911,0.36888,0.93692,0.99553,0.49095,0.49095,0.47887,0.48538,0.49095,0.44351,0.49095,0.49095,0.4448,0.47697,0.01491,0.03295,0.01491,0.60323,0.02809,0.03545,0.01378,0.00019,1.37578,-0.6487,-1.5,0.00879,0.04004,0.25925,0.31584,0.08339,0.00695,1.5021,-0.70542,-1.5,0.14135,0.32055,0.25594,0.28679,0.04955,0.00245,1.55642,-0.69257,-1.5,0.18603,0.295,0.07395,0.09085,0.02704,0.00073,1.47582,-0.69341,-1.5,0.03579,0.0952,MIXANDMATCH
Interest_Rate,RANDOM_FOREST,log_loss,3,6573,1,2.09,1.27944,0.58442,0.56459,0.1502,0.02256,12.63337,0.09797,-0.14171,0.13196,0.98278,0.96468,0.51149,0.51149,0.52049,0.51802,0.51149,0.45857,0.51149,0.51149,0.46222,0.49516,0.00918,0.06408,0.00918,0.58656,0.02886,0.03432,0.01294,0.00017,1.41711,-0.5576,-1.5,0.01101,0.04126,0.88843,0.60125,0.68503,0.46926,1.16154,0.55515,-1.5,0.23074,1.83329,0.40059,0.38435,0.13626,0.01857,1.50074,0.17705,-1.5,0.24242,0.57499,0.23368,0.17035,0.17179,0.02951,1.19468,0.50287,-1.5,0.06222,0.46847,MATRIXSCALING
Interest_Rate,SVM,log_loss,3,6573,1,2.09,1.22696,0.59259,0.56987,0.14041,0.01972,12.64179,0.31044,-0.22511,0.31201,0.94986,0.98066,0.50312,0.50312,0.50746,0.50991,0.50312,0.44502,0.50312,0.50312,0.44522,0.4816,0.01339,0.06757,0.01339,0.59498,0.031,0.03207,0.01155,0.00013,1.47899,-0.13855,-1.5,0.01634,0.04458,0.92686,0.45567,0.73535,0.54074,1.16306,0.69806,-1.5,0.35958,1.96532,0.38568,0.33335,0.09544,0.00911,1.5426,0.65762,-1.5,0.3041,0.51959,0.20204,0.12811,0.12352,0.01526,1.33369,0.68336,-1.5,0.10193,0.37607,HISTOGRM
Interest_Rate,XGBOOST,log_loss,3,6573,1,2.09,1.39122,0.58653,0.5822,0.14164,0.02006,12.6395,0.14798,-0.06292,0.23191,0.97295,0.96275,0.5124,0.5124,0.50626,0.5114,0.5124,0.47361,0.5124,0.5124,0.48038,0.50475,0.01757,0.86243,0.01757,0.58618,0.03803,0.03922,0.0151,0.00023,1.46415,-0.11802,-1.5,0.01896,0.0559,0.2732,0.34895,0.13491,0.0182,1.37178,-0.6652,-1.5,0.08368,0.38698,0.2381,0.25605,0.06812,0.00464,1.52238,-0.3769,-1.5,0.14716,0.3111,0.07024,0.07312,0.03799,0.00144,1.34913,-0.1134,-1.5,0.02233,0.11526,HISTOGRM
Is_fraud,ADABOOST,ECE,2,1046,0,347.67,0.0,0.00572,0.00287,0.05317,0.00283,6.80777,18.59219,343.66954,0.00287,0.99713,0.01965,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.0,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,0.83255,0.83255,0.0,0.0,0.0,-999.0,-999.0,0.83255,0.83255,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,MIXANDMATCH
Is_fraud,GRADIENT_BOOSTING,ECE,2,1046,0,347.67,0.0,0.00568,0.0,0.05311,0.00282,5.89395,18.37703,338.33938,0.0,0.99286,0.01676,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,1e-05,1e-05,1e-05,0.00571,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.72192,6.72192,0.0,0.0,0.0,-999.0,-999.0,6.72192,6.72192,0.70177,0.70177,0.0,0.0,0.0,-999.0,-999.0,0.70177,0.70177,0.92292,0.92292,0.0,0.0,0.0,-999.0,-999.0,0.92292,0.92292,MIXANDMATCH
Is_fraud,NAIVE_BAYES,ECE,2,1046,0,347.67,0.0,0.00579,0.00476,0.05312,0.00282,6.50961,18.53908,342.35833,0.0,0.99524,0.01827,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,8e-05,8e-05,8e-05,0.00571,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.11461,0.11461,0.0,0.0,0.0,-999.0,-999.0,0.11461,0.11461,0.16845,0.16845,0.0,0.0,0.0,-999.0,-999.0,0.16845,0.16845,0.02893,0.02893,0.0,0.0,0.0,-999.0,-999.0,0.02893,0.02893,MIXANDMATCH
Is_fraud,RANDOM_FOREST,ECE,2,1046,0,347.67,0.0,0.00584,0.0,0.05264,0.00277,5.42486,17.95747,327.87875,0.0,0.97593,0.01376,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00024,0.00024,0.00024,0.00561,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.41644,1.41644,0.0,0.0,0.0,-999.0,-999.0,1.41644,1.41644,0.55547,0.55547,0.0,0.0,0.0,-999.0,-999.0,0.55547,0.55547,0.39967,0.39967,0.0,0.0,0.0,-999.0,-999.0,0.39967,0.39967,HISTOGRM
Is_fraud,XGBOOST,ECE,2,1046,0,347.67,0.02002,0.00193,0.00089,0.03052,0.00093,5.9701,32.16076,1035.05218,0.00089,0.98724,0.00516,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,4e-05,4e-05,4e-05,0.00187,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.23374,6.23374,0.0,0.0,0.0,-999.0,-999.0,6.23374,6.23374,0.82418,0.82418,0.0,0.0,0.0,-999.0,-999.0,0.82418,0.82418,2.4376,2.4376,0.0,0.0,0.0,-999.0,-999.0,2.4376,2.4376,DIRICHLET
Is_fraud,ADABOOST,MCE,2,1046,0,347.67,0.0,0.00572,0.00287,0.05317,0.00283,6.80777,18.59219,343.66954,0.00287,0.99713,0.01965,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.0,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,0.83255,0.83255,0.0,0.0,0.0,-999.0,-999.0,0.83255,0.83255,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,MIXANDMATCH
Is_fraud,GRADIENT_BOOSTING,MCE,2,1046,0,347.67,0.0,0.00568,0.0,0.05311,0.00282,5.89395,18.37703,338.33938,0.0,0.99286,0.01676,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,1e-05,1e-05,1e-05,0.00571,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.72192,6.72192,0.0,0.0,0.0,-999.0,-999.0,6.72192,6.72192,0.70177,0.70177,0.0,0.0,0.0,-999.0,-999.0,0.70177,0.70177,0.92292,0.92292,0.0,0.0,0.0,-999.0,-999.0,0.92292,0.92292,MIXANDMATCH
Is_fraud,NAIVE_BAYES,MCE,2,1046,0,347.67,0.0,0.00579,0.00476,0.05312,0.00282,6.50961,18.53908,342.35833,0.0,0.99524,0.01827,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,8e-05,8e-05,8e-05,0.00571,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.11461,0.11461,0.0,0.0,0.0,-999.0,-999.0,0.11461,0.11461,0.16845,0.16845,0.0,0.0,0.0,-999.0,-999.0,0.16845,0.16845,0.02893,0.02893,0.0,0.0,0.0,-999.0,-999.0,0.02893,0.02893,MIXANDMATCH
Is_fraud,RANDOM_FOREST,MCE,2,1046,0,347.67,0.0,0.00584,0.0,0.05264,0.00277,5.42486,17.95747,327.87875,0.0,0.97593,0.01376,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00024,0.00024,0.00024,0.00561,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.41644,1.41644,0.0,0.0,0.0,-999.0,-999.0,1.41644,1.41644,0.55547,0.55547,0.0,0.0,0.0,-999.0,-999.0,0.55547,0.55547,0.39967,0.39967,0.0,0.0,0.0,-999.0,-999.0,0.39967,0.39967,HISTOGRM
Is_fraud,XGBOOST,MCE,2,1046,0,347.67,0.02002,0.00193,0.00089,0.03052,0.00093,5.9701,32.16076,1035.05218,0.00089,0.98724,0.00516,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,4e-05,4e-05,4e-05,0.00187,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.23374,6.23374,0.0,0.0,0.0,-999.0,-999.0,6.23374,6.23374,0.82418,0.82418,0.0,0.0,0.0,-999.0,-999.0,0.82418,0.82418,2.4376,2.4376,0.0,0.0,0.0,-999.0,-999.0,2.4376,2.4376,DIRICHLET
Is_fraud,ADABOOST,ConfECE,2,1046,0,347.67,0.0,0.00572,0.00287,0.05317,0.00283,6.80777,18.59219,343.66954,0.00287,0.99713,0.01965,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.0,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,0.83255,0.83255,0.0,0.0,0.0,-999.0,-999.0,0.83255,0.83255,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,MIXANDMATCH
Is_fraud,GRADIENT_BOOSTING,ConfECE,2,1046,0,347.67,0.0,0.00568,0.0,0.05311,0.00282,5.89395,18.37703,338.33938,0.0,0.99286,0.01676,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,1e-05,1e-05,1e-05,0.00571,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.72192,6.72192,0.0,0.0,0.0,-999.0,-999.0,6.72192,6.72192,0.70177,0.70177,0.0,0.0,0.0,-999.0,-999.0,0.70177,0.70177,0.92292,0.92292,0.0,0.0,0.0,-999.0,-999.0,0.92292,0.92292,MIXANDMATCH
Is_fraud,NAIVE_BAYES,ConfECE,2,1046,0,347.67,0.0,0.00579,0.00476,0.05312,0.00282,6.50961,18.53908,342.35833,0.0,0.99524,0.01827,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,8e-05,8e-05,8e-05,0.00571,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.11461,0.11461,0.0,0.0,0.0,-999.0,-999.0,0.11461,0.11461,0.16845,0.16845,0.0,0.0,0.0,-999.0,-999.0,0.16845,0.16845,0.02893,0.02893,0.0,0.0,0.0,-999.0,-999.0,0.02893,0.02893,MIXANDMATCH
Is_fraud,RANDOM_FOREST,ConfECE,2,1046,0,347.67,0.0,0.00584,0.0,0.05264,0.00277,5.42486,17.95747,327.87875,0.0,0.97593,0.01376,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00024,0.00024,0.00024,0.00561,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,1.41644,1.41644,0.0,0.0,0.0,-999.0,-999.0,1.41644,1.41644,0.55547,0.55547,0.0,0.0,0.0,-999.0,-999.0,0.55547,0.55547,0.39967,0.39967,0.0,0.0,0.0,-999.0,-999.0,0.39967,0.39967,HISTOGRM
Is_fraud,XGBOOST,ConfECE,2,1046,0,347.67,0.02002,0.00193,0.00089,0.03052,0.00093,5.9701,32.16076,1035.05218,0.00089,0.98724,0.00516,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,4e-05,4e-05,4e-05,0.00187,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.23374,6.23374,0.0,0.0,0.0,-999.0,-999.0,6.23374,6.23374,0.82418,0.82418,0.0,0.0,0.0,-999.0,-999.0,0.82418,0.82418,2.4376,2.4376,0.0,0.0,0.0,-999.0,-999.0,2.4376,2.4376,DIRICHLET
Is_fraud,ADABOOST,brier_score,2,1046,0,347.67,0.02002,0.00316,0.0001,0.03047,0.00093,5.05382,18.90366,422.0554,0.0,0.77135,0.00406,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,0.0022,0.4041,0.0022,0.00188,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.95751,6.95751,0.0,0.0,0.0,-999.0,-999.0,6.95751,6.95751,0.82718,0.82718,0.0,0.0,0.0,-999.0,-999.0,0.82718,0.82718,2.75602,2.75602,0.0,0.0,0.0,-999.0,-999.0,2.75602,2.75602,DIRICHLET
Is_fraud,DECISION_TREE,brier_score,2,1046,0,347.67,0.0,0.00572,0.00287,0.05317,0.00283,6.80777,18.59219,343.66954,0.00287,0.99713,0.01965,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.0,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-0.0,-0.0,MIXANDMATCH
Is_fraud,GRADIENT_BOOSTING,brier_score,2,1046,0,347.67,0.0,0.00578,0.0,0.05239,0.00274,5.21965,17.67532,320.79266,0.0,0.98244,0.01297,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00024,0.00024,0.00024,0.00556,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,3.6482,3.6482,0.0,0.0,0.0,-999.0,-999.0,3.6482,3.6482,0.70807,0.70807,0.0,0.0,0.0,-999.0,-999.0,0.70807,0.70807,0.87447,0.87447,0.0,0.0,0.0,-999.0,-999.0,0.87447,0.87447,HISTOGRM
Is_fraud,NAIVE_BAYES,brier_score,2,1046,0,347.67,0.0,0.00624,0.0,0.05216,0.00272,5.84131,17.85256,325.267,0.0,0.97734,0.01326,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.0007,0.0007,0.0007,0.00552,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,3.1828,3.1828,0.0,0.0,0.0,-999.0,-999.0,3.1828,3.1828,0.71442,0.71442,0.0,0.0,0.0,-999.0,-999.0,0.71442,0.71442,0.95654,0.95654,0.0,0.0,0.0,-999.0,-999.0,0.95654,0.95654,MATRIXSCALING
Is_fraud,RANDOM_FOREST,brier_score,2,1046,0,347.67,0.02002,0.00104,0.0,0.02536,0.00064,0.89049,26.79072,752.99066,0.0,0.75,0.00171,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,0.00104,0.75,0.00104,0.00129,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.95401,6.95401,0.0,0.0,0.0,-999.0,-999.0,6.95401,6.95401,0.82798,0.82798,0.0,0.0,0.0,-999.0,-999.0,0.82798,0.82798,2.78465,2.78465,0.0,0.0,0.0,-999.0,-999.0,2.78465,2.78465,EMPIRICALBINNING
Is_fraud,SVM,brier_score,2,1046,0,347.67,0.0,0.0055,0.0,0.053,0.00281,5.77075,18.40958,339.15024,0.0,0.99048,0.016,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00018,0.00018,0.00018,0.00568,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.4151,0.4151,0.0,0.0,0.0,-999.0,-999.0,0.4151,0.4151,0.31636,0.31636,0.0,0.0,0.0,-999.0,-999.0,0.31636,0.31636,0.10746,0.10746,0.0,0.0,0.0,-999.0,-999.0,0.10746,0.10746,MIXANDMATCH
Is_fraud,XGBOOST,brier_score,2,1046,0,347.67,0.02002,0.00264,0.00157,0.03031,0.00092,7.25269,31.99728,1027.64686,0.00081,0.97931,0.00542,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,0.00077,0.00077,0.00077,0.00185,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.23374,6.23374,0.0,0.0,0.0,-999.0,-999.0,6.23374,6.23374,0.82418,0.82418,0.0,0.0,0.0,-999.0,-999.0,0.82418,0.82418,2.4376,2.4376,0.0,0.0,0.0,-999.0,-999.0,2.4376,2.4376,DIRICHLET
Is_fraud,ADABOOST,log_loss,2,1046,0,347.67,0.02835,0.00286,1e-05,0.03276,0.00107,3.95691,16.62188,297.57407,0.0,0.64884,0.00378,0.99809,0.99809,0.83285,0.99809,0.99809,0.83285,0.99809,0.99809,0.83285,0.99809,0.00286,0.63952,0.00286,0.00216,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.24649,6.24649,0.0,0.0,0.0,-999.0,-999.0,6.24649,6.24649,0.82338,0.82338,0.0,0.0,0.0,-999.0,-999.0,0.82338,0.82338,2.4183,2.4183,0.0,0.0,0.0,-999.0,-999.0,2.4183,2.4183,DIRICHLET
Is_fraud,DECISION_TREE,log_loss,2,1046,0,347.67,0.0,0.00572,0.00287,0.05317,0.00283,6.80777,18.59219,343.66954,0.00287,0.99713,0.01965,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.0,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,0.83255,0.83255,0.0,0.0,0.0,-999.0,-999.0,0.83255,0.83255,23.02585,23.02585,0.0,0.0,0.0,-999.0,-999.0,23.02585,23.02585,MIXANDMATCH
Is_fraud,GRADIENT_BOOSTING,log_loss,2,1046,0,347.67,0.0,0.00578,0.0,0.05239,0.00274,5.21965,17.67532,320.79266,0.0,0.98244,0.01297,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00024,0.00024,0.00024,0.00556,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,3.6482,3.6482,0.0,0.0,0.0,-999.0,-999.0,3.6482,3.6482,0.70807,0.70807,0.0,0.0,0.0,-999.0,-999.0,0.70807,0.70807,0.87447,0.87447,0.0,0.0,0.0,-999.0,-999.0,0.87447,0.87447,HISTOGRM
Is_fraud,NAIVE_BAYES,log_loss,2,1046,0,347.67,0.0,0.00678,0.0,0.05231,0.00274,5.33605,16.47527,290.6228,0.0,0.94237,0.01238,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00137,0.00137,0.00137,0.00556,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,2.15961,2.15961,0.0,0.0,0.0,-999.0,-999.0,2.15961,2.15961,0.65594,0.65594,0.0,0.0,0.0,-999.0,-999.0,0.65594,0.65594,0.64955,0.64955,0.0,0.0,0.0,-999.0,-999.0,0.64955,0.64955,HISTOGRM
Is_fraud,RANDOM_FOREST,log_loss,2,1046,0,347.67,0.02002,0.00112,0.0,0.02574,0.00066,0.98523,23.48119,559.04197,0.0,0.66667,0.00171,0.99904,0.99904,0.99952,0.99904,0.99904,0.83333,0.99904,0.99904,0.89976,0.99895,0.00112,0.66667,0.00112,0.00133,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.93865,6.93865,0.0,0.0,0.0,-999.0,-999.0,6.93865,6.93865,0.82758,0.82758,0.0,0.0,0.0,-999.0,-999.0,0.82758,0.82758,2.76929,2.76929,0.0,0.0,0.0,-999.0,-999.0,2.76929,2.76929,EMPIRICALBINNING
Is_fraud,SVM,log_loss,2,1046,0,347.67,0.0,0.0055,0.0,0.053,0.00281,5.77075,18.40958,339.15024,0.0,0.99048,0.016,0.99713,0.99713,0.49857,0.99427,0.99713,0.5,0.99713,0.99713,0.49928,0.9957,0.00018,0.00018,0.00018,0.00568,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.4151,0.4151,0.0,0.0,0.0,-999.0,-999.0,0.4151,0.4151,0.31636,0.31636,0.0,0.0,0.0,-999.0,-999.0,0.31636,0.31636,0.10746,0.10746,0.0,0.0,0.0,-999.0,-999.0,0.10746,0.10746,MIXANDMATCH
Is_fraud,XGBOOST,log_loss,2,1046,0,347.67,0.02835,0.00263,1e-05,0.03154,0.00099,3.62652,15.97018,271.62696,0.0,0.62382,0.00343,0.99809,0.99809,0.83285,0.99809,0.99809,0.83285,0.99809,0.99809,0.83285,0.99809,0.00117,0.13916,0.00117,0.002,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,6.25625,6.25625,0.0,0.0,0.0,-999.0,-999.0,6.25625,6.25625,0.82338,0.82338,0.0,0.0,0.0,-999.0,-999.0,0.82338,0.82338,2.41877,2.41877,0.0,0.0,0.0,-999.0,-999.0,2.41877,2.41877,PLATT
JapaneseVowels,ADABOOST,ECE,9,1993,1,2.07,0.0,0.87856,0.88652,0.02981,0.00089,10.95989,-0.5464,-0.97896,0.82173,0.92121,2.13736,0.16207,0.16207,0.01801,0.02627,0.16207,0.11111,0.16207,0.16207,0.03099,0.04521,1e-05,1e-05,0.0,0.87437,0.01736,0.01636,0.00524,3e-05,5.10526,0.56007,0.13383,0.00893,0.03161,0.2076,0.16,0.15341,0.02353,4.81942,1.23429,0.83567,0.05145,0.67393,0.20532,0.19438,0.06921,0.00479,5.08997,0.51144,-1.00706,0.11297,0.34156,0.05064,0.03912,0.03568,0.00127,4.83857,0.94668,-0.29599,0.01292,0.1323,PLATT
JapaneseVowels,DECISION_TREE,ECE,9,1993,1,2.07,0.0,0.88279,0.89006,0.02764,0.00076,10.96001,-0.47687,-1.16992,0.83785,0.92118,2.1708,0.16207,0.16207,0.01801,0.02627,0.16207,0.11111,0.16207,0.16207,0.03099,0.04521,8e-05,8e-05,0.0,0.88276,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,12.79214,23.02585,11.44164,130.91105,4.32193,-0.22361,-1.95,0.0,23.02585,0.46253,0.83255,0.4137,0.17115,4.32193,-0.22361,-1.95,0.0,0.83255,12.79214,23.02585,11.44164,130.91105,4.32193,-0.22361,-1.95,-0.0,23.02585,MIXANDMATCH
JapaneseVowels,GRADIENT_BOOSTING,ECE,9,1993,1,2.07,3.0937,0.10912,0.01286,0.27262,0.07432,8.58611,2.49852,4.31756,0.01055,1.0,0.31964,0.90768,0.90768,0.93876,0.9438,0.90768,0.90154,0.90768,0.90768,0.91062,0.91714,0.006,0.04513,0.006,0.10847,0.01463,0.015,0.00884,8e-05,4.88225,0.42972,-0.20309,0.0009,0.03693,0.66948,0.10958,0.92019,0.84675,3.82691,0.83925,-1.28176,0.00042,2.13968,0.1475,0.19214,0.0822,0.00676,4.89,-0.45345,-1.27533,0.01021,0.27698,0.04116,0.05398,0.03257,0.00106,4.59284,0.23579,-0.56919,0.0001,0.11431,MIXANDMATCH
JapaneseVowels,NAIVE_BAYES,ECE,9,1993,1,2.07,3.11836,0.19737,0.05134,0.28537,0.08144,9.70879,1.60558,1.29172,0.0,1.0,0.5951,0.86352,0.86352,0.86162,0.86514,0.86352,0.85351,0.86352,0.86352,0.85642,0.8633,0.00693,0.04489,0.00693,0.20222,0.01357,0.0134,0.00501,3e-05,5.06777,0.10565,-0.98857,0.00411,0.02368,0.07352,0.05662,0.04721,0.00223,4.88984,0.90805,-0.1616,0.01637,0.20066,0.11993,0.11549,0.03556,0.00126,5.10829,0.63172,-0.3219,0.06302,0.20269,0.01678,0.01365,0.01073,0.00012,4.90641,1.24707,0.8579,0.00404,0.04679,ISOTONIC
JapaneseVowels,RANDOM_FOREST,ECE,9,1993,1,2.07,0.0,0.88889,0.88889,0.0,0.0,10.96073,-999.0,-999.0,0.88889,0.88889,2.19722,0.11039,0.11039,0.01227,0.01219,0.11039,0.11111,0.11039,0.11039,0.02209,0.02195,0.00072,0.00072,0.0,0.88889,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-0.0,-0.0,META
JapaneseVowels,SVM,ECE,9,1993,1,2.07,3.13308,0.03259,0.00796,0.13419,0.01801,8.17433,6.2946,39.09741,0.00274,0.99883,0.0836,0.97943,0.97943,0.97845,0.97952,0.97943,0.97924,0.97943,0.97943,0.97882,0.97945,0.00419,0.25915,0.00419,0.0348,0.00682,0.00542,0.00436,2e-05,4.87392,0.58467,-0.8457,0.0007,0.01696,0.03184,0.01783,0.02959,0.00088,4.62313,1.4868,1.86017,0.00094,0.12665,0.05595,0.05606,0.01945,0.00038,5.07882,0.06226,-0.66178,0.01667,0.10113,0.00417,0.0038,0.00249,1e-05,4.90425,0.59349,-0.14312,0.00036,0.01114,MATRIXSCALING
