Dataset_name,Model_name,Calibration_metric,num_classes,num_instances,dataset_type,class_imbalance_ratio,actual_predictions_entropy,Confidence_Mean,Confidence_Median,Confidence_Std,Confidence_Var,Confidence_Entropy,Confidence_Skewness,Confidence_Kurtosis,Confidence_Min,Confidence_Max,Classification_Log_loss,Classification_Accuracy,Classification_Precision_Micro,Classification_Precision_Macro,Classification_Precision_Weighted,Classification_Recall_Micro,Classification_Recall_Macro,Classification_Recall_Weighted,Classification_F1_Micro,Classification_F1_Macro,Classification_F1_Weighted,ECE_before,MCE_before,ConfECE_before,brier_score_before,Wasserstein_Mean,Wasserstein_Median,Wasserstein_Std,Wasserstein_Var,Wasserstein_Entropy,Wasserstein_Skewness,Wasserstein_Kurtosis,Wasserstein_Min,Wasserstein_Max,KL_Divergence_Mean,KL_Divergence_Median,KL_Divergence_Std,KL_Divergence_Var,KL_Divergence_Entropy,KL_Divergence_Skewness,KL_Divergence_Kurtosis,KL_Divergence_Min,KL_Divergence_Max,Jensen_Shannon_Mean,Jensen_Shannon_Median,Jensen_Shannon_Std,Jensen_Shannon_Var,Jensen_Shannon_Entropy,Jensen_Shannon_Skewness,Jensen_Shannon_Kurtosis,Jensen_Shannon_Min,Jensen_Shannon_Max,Bhattacharyya_Mean,Bhattacharyya_Median,Bhattacharyya_Std,Bhattacharyya_Var,Bhattacharyya_Entropy,Bhattacharyya_Skewness,Bhattacharyya_Kurtosis,Bhattacharyya_Min,Bhattacharyya_Max,Best_Cal
AGNews,TINYBERT,ECE,4,25520,1,1.0,1.97897,0.14171,0.0248,0.26043,0.06782,13.046,2.05888,2.87507,0.02181,0.99724,0.30457,0.90349,0.90349,0.91892,0.91892,0.90349,0.90349,0.90349,0.90349,0.90528,0.90528,0.00337,0.01088,0.00337,0.14267,0.02043,0.02264,0.01187,0.00014,2.31035,-0.13898,-1.81311,0.00432,0.03202,2.30157,3.32172,1.50233,2.25699,2.14691,-0.70305,-1.50016,0.17451,3.40874,0.29018,0.29,0.04587,0.0021,2.56687,0.00143,-1.99409,0.24286,0.33862,0.13242,0.13201,0.04439,0.00197,2.50232,0.00157,-1.99666,0.08725,0.17889,MIXANDMATCH
AGNews,TINYBERT,MCE,4,25520,1,1.0,1.97897,0.14171,0.0248,0.26043,0.06782,13.046,2.05888,2.87507,0.02181,0.99724,0.30457,0.90349,0.90349,0.91892,0.91892,0.90349,0.90349,0.90349,0.90349,0.90528,0.90528,0.00337,0.01088,0.00337,0.14267,0.02043,0.02264,0.01187,0.00014,2.31035,-0.13898,-1.81311,0.00432,0.03202,2.30157,3.32172,1.50233,2.25699,2.14691,-0.70305,-1.50016,0.17451,3.40874,0.29018,0.29,0.04587,0.0021,2.56687,0.00143,-1.99409,0.24286,0.33862,0.13242,0.13201,0.04439,0.00197,2.50232,0.00157,-1.99666,0.08725,0.17889,MIXANDMATCH
AGNews,TINYBERT,ConfECE,4,25520,1,1.0,1.97897,0.14171,0.0248,0.26043,0.06782,13.046,2.05888,2.87507,0.02181,0.99724,0.30457,0.90349,0.90349,0.91892,0.91892,0.90349,0.90349,0.90349,0.90349,0.90528,0.90528,0.00337,0.01088,0.00337,0.14267,0.02043,0.02264,0.01187,0.00014,2.31035,-0.13898,-1.81311,0.00432,0.03202,2.30157,3.32172,1.50233,2.25699,2.14691,-0.70305,-1.50016,0.17451,3.40874,0.29018,0.29,0.04587,0.0021,2.56687,0.00143,-1.99409,0.24286,0.33862,0.13242,0.13201,0.04439,0.00197,2.50232,0.00157,-1.99666,0.08725,0.17889,MIXANDMATCH
AGNews,FASTTEXT,brier_score,4,25520,1,1.0,0.67518,0.74633,0.74319,0.0183,0.00033,14.63891,0.37233,0.99649,0.68574,0.84276,1.3744,0.27633,0.27633,0.26128,0.26128,0.27633,0.27633,0.27633,0.27633,0.17057,0.17057,0.00436,0.07904,0.00436,0.74423,0.00804,0.00822,0.00386,1e-05,2.39178,-0.26833,-1.08797,0.0017,0.01315,2.44746,3.49966,1.73241,3.00123,2.01101,-0.67425,-1.49973,0.00489,3.97191,0.49872,0.71184,0.3182,0.10125,2.17324,-0.70566,-1.49355,0.03437,0.74115,0.70988,0.9912,0.5047,0.25472,2.00782,-0.64959,-1.49921,0.00118,1.1787,DIRICHLET
AGNews,TINYBERT,brier_score,4,25520,1,1.0,1.99975,0.10094,0.02058,0.21548,0.04643,12.81225,2.87158,7.39406,0.00118,1.0,0.20884,0.93229,0.93229,0.93258,0.93258,0.93229,0.93229,0.93229,0.93229,0.93235,0.93235,0.00671,0.28862,0.00671,0.10498,0.0135,0.01327,0.00623,4e-05,2.41964,-0.0228,-1.34641,0.0044,0.02179,0.04329,0.03223,0.0275,0.00076,2.27353,0.33844,-1.33218,0.00597,0.08243,0.1027,0.09211,0.04197,0.00176,2.45891,0.10067,-1.20598,0.03934,0.15918,0.01316,0.00874,0.00984,0.0001,2.17216,0.51744,-1.42634,0.00156,0.02758,MIXANDMATCH
AGNews,FASTTEXT,log_loss,4,25520,1,1.0,0.67518,0.74633,0.74319,0.0183,0.00033,14.63891,0.37233,0.99649,0.68574,0.84276,1.3744,0.27633,0.27633,0.26128,0.26128,0.27633,0.27633,0.27633,0.27633,0.17057,0.17057,0.00436,0.07904,0.00436,0.74423,0.00804,0.00822,0.00386,1e-05,2.39178,-0.26833,-1.08797,0.0017,0.01315,2.44746,3.49966,1.73241,3.00123,2.01101,-0.67425,-1.49973,0.00489,3.97191,0.49872,0.71184,0.3182,0.10125,2.17324,-0.70566,-1.49355,0.03437,0.74115,0.70988,0.9912,0.5047,0.25472,2.00782,-0.64959,-1.49921,0.00118,1.1787,DIRICHLET
AGNews,TINYBERT,log_loss,4,25520,1,1.0,1.99975,0.10094,0.02058,0.21548,0.04643,12.81225,2.87158,7.39406,0.00118,1.0,0.20884,0.93229,0.93229,0.93258,0.93258,0.93229,0.93229,0.93229,0.93229,0.93235,0.93235,0.00671,0.28862,0.00671,0.10498,0.0135,0.01327,0.00623,4e-05,2.41964,-0.0228,-1.34641,0.0044,0.02179,0.04329,0.03223,0.0275,0.00076,2.27353,0.33844,-1.33218,0.00597,0.08243,0.1027,0.09211,0.04197,0.00176,2.45891,0.10067,-1.20598,0.03934,0.15918,0.01316,0.00874,0.00984,0.0001,2.17216,0.51744,-1.42634,0.00156,0.02758,MIXANDMATCH
ASP-POTASSCO-classification,ADABOOST,ECE,11,259,1,13.0,0.0,0.87687,0.88718,0.05882,0.00346,8.01355,-0.18878,-1.60589,0.80101,0.98187,2.22625,0.20077,0.20077,0.01825,0.04031,0.20077,0.09091,0.20077,0.20077,0.0304,0.06714,0.00199,0.00199,0.0,0.8764,0.02874,0.02703,0.01252,0.00016,5.64073,0.31519,-0.81303,0.00618,0.05483,0.56127,0.4555,0.34036,0.11585,5.52248,0.91208,0.32675,0.03972,1.45913,0.34142,0.33386,0.09835,0.00967,5.71769,-0.1283,-0.04689,0.09909,0.56122,0.15016,0.12574,0.09114,0.00831,5.52351,1.02794,1.01765,0.00991,0.44413,DIRICHLET
ASP-POTASSCO-classification,DECISION_TREE,ECE,11,259,1,13.0,0.0,0.87713,0.88417,0.05766,0.00332,8.01368,-0.15716,-1.58316,0.80309,0.98456,2.22637,0.20077,0.20077,0.01825,0.04031,0.20077,0.09091,0.20077,0.20077,0.0304,0.06714,0.00386,0.00386,0.0,0.87646,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,7.53573,0.0,10.80414,116.72938,4.16993,0.73624,-1.45796,0.0,23.02585,0.27247,0.0,0.39065,0.15261,4.16993,0.73624,-1.45796,0.0,0.83255,7.53573,0.0,10.80414,116.72938,4.16993,0.73624,-1.45796,-0.0,23.02585,MIXANDMATCH
ASP-POTASSCO-classification,GRADIENT_BOOSTING,ECE,11,259,1,13.0,2.7011,0.76937,0.84361,0.20105,0.04042,7.96103,-0.96262,-0.14065,0.27115,1.0,2.92438,0.37452,0.37452,0.27515,0.34632,0.37452,0.25436,0.37452,0.37452,0.24308,0.3407,0.0877,0.29709,0.08838,0.76735,0.04013,0.03475,0.01678,0.00028,5.65343,0.33007,-0.90816,0.01313,0.07722,0.49054,0.43783,0.33942,0.1152,5.45329,0.99678,0.36419,0.07617,1.39546,0.24158,0.22947,0.07275,0.00529,5.71791,0.63261,-0.39461,0.13518,0.41861,0.07258,0.05962,0.04813,0.00232,5.50481,1.44397,1.80072,0.01863,0.22661,HISTOGRM
ASP-POTASSCO-classification,NAIVE_BAYES,ECE,11,259,1,13.0,1.97658,0.90845,0.91182,0.00932,9e-05,8.01673,-2.46668,4.12937,0.88182,0.91182,2.39531,0.11197,0.11197,0.17823,0.25753,0.11197,0.17354,0.11197,0.11197,0.11006,0.13518,0.00587,0.00587,0.0,0.9086,0.01796,0.00695,0.02475,0.00061,4.75188,1.59489,0.70752,0.00077,0.07568,0.31183,0.10093,0.46507,0.21629,4.66061,2.01354,2.98312,0.00664,2.01743,0.16076,0.0946,0.15132,0.0229,5.28712,1.57768,0.71293,0.04524,0.52577,0.06372,0.01159,0.11505,0.01324,4.16536,1.87697,1.95045,0.00265,0.4125,TEMPERATURESCALING
ASP-POTASSCO-classification,RANDOM_FOREST,ECE,11,259,1,13.0,2.55645,0.74463,0.80866,0.22854,0.05223,7.93638,-1.05625,-0.04378,0.23914,0.98469,1.84585,0.39382,0.39382,0.34339,0.39918,0.39382,0.2719,0.39382,0.39382,0.25755,0.35528,0.03919,0.14379,0.03959,0.7443,0.0601,0.05405,0.02969,0.00088,5.60122,0.4693,-0.55437,0.00849,0.12664,2.03174,0.86798,2.71894,7.39265,4.85986,2.04928,3.12283,0.07152,10.321,0.36889,0.37752,0.1151,0.01325,5.70715,-0.00997,-0.25741,0.09109,0.61184,0.20043,0.16694,0.14407,0.02076,5.44232,1.29832,1.21491,0.01075,0.6283,MIXANDMATCH
ASP-POTASSCO-classification,SVM,ECE,11,259,1,13.0,0.0,0.87699,0.88435,0.05776,0.00334,8.01367,-0.15882,-1.58265,0.80252,0.98455,2.22531,0.20077,0.20077,0.01825,0.04031,0.20077,0.09091,0.20077,0.20077,0.0304,0.06714,0.00384,0.00384,0.0,0.8762,0.01153,0.00927,0.00861,7e-05,5.42894,1.31446,0.78452,0.00232,0.03784,2.80285,3.2159,3.278,10.74528,4.9502,2.50305,8.22512,0.00291,16.4768,0.4742,0.71326,0.29785,0.08872,5.44357,-0.28565,-1.86533,0.02709,0.76081,0.61911,0.91876,0.52791,0.27869,5.06812,-0.18858,-1.87647,0.00074,1.26302,PLATT
ASP-POTASSCO-classification,XGBOOST,ECE,11,259,1,13.0,2.95999,0.70728,0.80556,0.27278,0.07441,7.87157,-1.22571,0.34805,0.04013,1.0,2.55193,0.40927,0.40927,0.39176,0.40633,0.40927,0.35238,0.40927,0.40927,0.35523,0.40007,0.03699,0.15125,0.03886,0.70771,0.03732,0.03398,0.01796,0.00032,5.61765,0.71292,-0.15545,0.00695,0.08494,0.63439,0.28785,0.89836,0.80705,4.83908,2.66441,7.2744,0.05015,4.64461,0.22171,0.21321,0.06762,0.00457,5.71417,0.33969,-0.57903,0.10416,0.37697,0.06639,0.05469,0.04411,0.00195,5.48856,1.15024,0.80806,0.01221,0.196,HISTOGRM
ASP-POTASSCO-classification,ADABOOST,MCE,11,259,1,13.0,0.0,0.87687,0.88718,0.05882,0.00346,8.01355,-0.18878,-1.60589,0.80101,0.98187,2.22625,0.20077,0.20077,0.01825,0.04031,0.20077,0.09091,0.20077,0.20077,0.0304,0.06714,0.00199,0.00199,0.0,0.8764,0.02874,0.02703,0.01252,0.00016,5.64073,0.31519,-0.81303,0.00618,0.05483,0.56127,0.4555,0.34036,0.11585,5.52248,0.91208,0.32675,0.03972,1.45913,0.34142,0.33386,0.09835,0.00967,5.71769,-0.1283,-0.04689,0.09909,0.56122,0.15016,0.12574,0.09114,0.00831,5.52351,1.02794,1.01765,0.00991,0.44413,DIRICHLET
ASP-POTASSCO-classification,DECISION_TREE,MCE,11,259,1,13.0,0.0,0.87713,0.88417,0.05766,0.00332,8.01368,-0.15716,-1.58316,0.80309,0.98456,2.22637,0.20077,0.20077,0.01825,0.04031,0.20077,0.09091,0.20077,0.20077,0.0304,0.06714,0.00386,0.00386,0.0,0.87646,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,7.53573,0.0,10.80414,116.72938,4.16993,0.73624,-1.45796,0.0,23.02585,0.27247,0.0,0.39065,0.15261,4.16993,0.73624,-1.45796,0.0,0.83255,7.53573,0.0,10.80414,116.72938,4.16993,0.73624,-1.45796,-0.0,23.02585,MIXANDMATCH
ASP-POTASSCO-classification,GRADIENT_BOOSTING,MCE,11,259,1,13.0,2.79335,0.87268,0.91428,0.0799,0.00638,8.01046,-1.46775,0.70782,0.65694,0.93462,2.20885,0.26641,0.26641,0.39256,0.44639,0.26641,0.29483,0.26641,0.26641,0.29819,0.31104,0.04427,0.08518,0.05985,0.86119,0.03378,0.02471,0.03088,0.00095,5.2679,1.40762,0.80349,0.00386,0.1166,0.79238,0.39455,0.96658,0.93428,4.97243,1.93033,2.78806,0.02319,4.01361,0.20494,0.17267,0.10073,0.01015,5.62494,1.24946,0.85774,0.08092,0.50004,0.06842,0.0382,0.07666,0.00588,5.12641,2.27181,5.14992,0.00781,0.39012,TEMPERATURESCALING
ASP-POTASSCO-classification,NAIVE_BAYES,MCE,11,259,1,13.0,1.97658,0.90845,0.91182,0.00932,9e-05,8.01673,-2.46668,4.12937,0.88182,0.91182,2.39531,0.11197,0.11197,0.17823,0.25753,0.11197,0.17354,0.11197,0.11197,0.11006,0.13518,0.00587,0.00587,0.0,0.9086,0.01796,0.00695,0.02475,0.00061,4.75188,1.59489,0.70752,0.00077,0.07568,0.31183,0.10093,0.46507,0.21629,4.66061,2.01354,2.98312,0.00664,2.01743,0.16076,0.0946,0.15132,0.0229,5.28712,1.57768,0.71293,0.04524,0.52577,0.06372,0.01159,0.11505,0.01324,4.16536,1.87697,1.95045,0.00265,0.4125,TEMPERATURESCALING
ASP-POTASSCO-classification,RANDOM_FOREST,MCE,11,259,1,13.0,2.76346,0.71448,0.76941,0.24731,0.06116,7.90918,-1.07298,0.18436,0.09019,1.0,3.68326,0.37066,0.37066,0.26014,0.34359,0.37066,0.26506,0.37066,0.37066,0.25649,0.35119,0.08574,0.20016,0.08729,0.7188,0.03593,0.03089,0.01953,0.00038,5.58109,0.96726,0.3469,0.00927,0.09498,0.44863,0.23614,0.55305,0.30587,5.04584,2.4354,5.15981,0.04697,2.4703,0.22909,0.21001,0.06612,0.00437,5.72201,0.45671,-0.60437,0.10427,0.37363,0.06626,0.05104,0.04158,0.00173,5.5184,1.00357,0.01452,0.01101,0.18042,HISTOGRM
ASP-POTASSCO-classification,SVM,MCE,11,259,1,13.0,0.0,0.87699,0.88435,0.05776,0.00334,8.01367,-0.15882,-1.58265,0.80252,0.98455,2.22531,0.20077,0.20077,0.01825,0.04031,0.20077,0.09091,0.20077,0.20077,0.0304,0.06714,0.00384,0.00384,0.0,0.8762,0.01153,0.00927,0.00861,7e-05,5.42894,1.31446,0.78452,0.00232,0.03784,2.80285,3.2159,3.278,10.74528,4.9502,2.50305,8.22512,0.00291,16.4768,0.4742,0.71326,0.29785,0.08872,5.44357,-0.28565,-1.86533,0.02709,0.76081,0.61911,0.91876,0.52791,0.27869,5.06812,-0.18858,-1.87647,0.00074,1.26302,PLATT
ASP-POTASSCO-classification,XGBOOST,MCE,11,259,1,13.0,1.01793,0.80381,0.90909,0.24784,0.06142,7.92678,-1.82132,1.34481,0.23066,0.97658,2.11157,0.28958,0.28958,0.46302,0.49705,0.28958,0.23113,0.28958,0.28958,0.2228,0.23432,0.06003,0.07007,0.02192,0.79996,0.01457,0.00772,0.01606,0.00026,4.86783,0.68281,-1.36186,0.0,0.04015,0.71729,0.02987,1.10738,1.22629,4.17502,1.2521,0.05931,0.0,3.33929,0.22533,0.07663,0.26714,0.07137,4.75065,0.70892,-1.44152,0.0,0.6279,0.18163,0.00607,0.25931,0.06724,4.24378,0.80475,-1.27121,-0.0,0.62919,META
ASP-POTASSCO-classification,ADABOOST,brier_score,11,259,1,13.0,2.66594,0.77593,0.80957,0.1843,0.03397,7.96964,-1.24906,1.04084,0.23051,1.0,3.71621,0.37452,0.37452,0.31455,0.33978,0.37452,0.3301,0.37452,0.37452,0.30191,0.33473,0.06265,0.27042,0.06265,0.76955,0.05156,0.03861,0.03067,0.00094,5.54186,0.89827,-0.31799,0.00927,0.13205,2.05041,0.8424,3.06287,9.38118,4.75168,2.82722,9.05326,0.08363,17.03383,0.3825,0.36173,0.12217,0.01492,5.70459,0.08314,-0.26617,0.14577,0.64453,0.23014,0.17913,0.17348,0.0301,5.41674,1.48182,1.99031,0.02236,0.79949,ISOTONIC
ASP-POTASSCO-classification,DECISION_TREE,brier_score,11,259,1,13.0,2.66092,0.81658,0.89535,0.16335,0.02668,7.98504,-1.14222,-0.20789,0.48414,0.96645,2.06428,0.3166,0.3166,0.20153,0.28214,0.3166,0.23228,0.3166,0.3166,0.21346,0.29434,0.04587,0.11888,0.05746,0.81424,0.04044,0.04093,0.02013,0.00041,5.60568,0.82685,0.73302,0.00927,0.09961,3.62405,3.17521,2.745,7.53501,5.35777,0.81434,-0.23902,0.06748,10.69648,0.34087,0.35206,0.09661,0.00933,5.71963,-0.26227,-0.57971,0.12546,0.52781,0.19422,0.19177,0.11456,0.01312,5.52068,0.57037,-0.2203,0.01597,0.51186,DIRICHLET
ASP-POTASSCO-classification,GRADIENT_BOOSTING,brier_score,11,259,1,13.0,2.81574,0.75345,0.83271,0.22288,0.04968,7.94142,-1.17128,0.22433,0.21304,0.99452,1.82883,0.39382,0.39382,0.36742,0.38385,0.39382,0.32745,0.39382,0.39382,0.32491,0.37008,0.05394,0.20745,0.04968,0.73719,0.04511,0.03938,0.02543,0.00065,5.56309,0.97921,0.60906,0.00695,0.11583,0.7242,0.45434,0.89755,0.8056,5.0488,2.80285,7.56828,0.02934,4.34082,0.22657,0.20284,0.09706,0.00942,5.65932,1.15036,0.93242,0.07876,0.4891,0.07663,0.04967,0.07975,0.00636,5.20595,2.10816,3.60744,0.00634,0.33803,BETA
ASP-POTASSCO-classification,NAIVE_BAYES,brier_score,11,259,1,13.0,1.80935,0.83623,0.88042,0.14584,0.02127,7.98967,-2.60186,6.8948,0.2339,1.0,2.19457,0.25097,0.25097,0.15955,0.23168,0.25097,0.15168,0.25097,0.25097,0.13469,0.20266,0.05729,0.52554,0.05816,0.8374,0.06301,0.05946,0.02982,0.00089,5.60859,0.16026,-0.91661,0.00695,0.12201,3.58503,1.98003,3.69395,13.64527,5.11113,1.47005,1.65489,0.12932,16.60835,0.51053,0.52458,0.17223,0.02966,5.69168,-0.36679,-1.03423,0.16583,0.77036,0.50806,0.39132,0.38922,0.15149,5.35699,0.82487,-0.06764,0.02984,1.52963,MIXANDMATCH
ASP-POTASSCO-classification,RANDOM_FOREST,brier_score,11,259,1,13.0,2.94734,0.69697,0.84434,0.30049,0.0903,7.83295,-1.107,-0.22273,0.03354,0.98314,1.72036,0.43243,0.43243,0.38114,0.40959,0.43243,0.39272,0.43243,0.43243,0.37987,0.41503,0.08562,0.2729,0.07502,0.70995,0.04835,0.04093,0.02778,0.00077,5.54046,0.61928,-0.26912,0.00386,0.1251,1.12321,0.32759,2.67483,7.15473,4.068,4.31561,19.51039,0.02766,16.55259,0.25788,0.22257,0.12897,0.01663,5.61096,0.89967,0.20658,0.08829,0.64941,0.10981,0.05927,0.13406,0.01797,5.02292,2.82402,10.4922,0.00849,0.79825,VECTORSCALING
ASP-POTASSCO-classification,SVM,brier_score,11,259,1,13.0,1.87296,0.83065,0.8721,0.15755,0.02482,7.98582,-2.08693,3.70176,0.34122,1.0,2.85042,0.2471,0.2471,0.12094,0.16886,0.2471,0.15245,0.2471,0.2471,0.11625,0.17742,0.07434,0.24936,0.06837,0.82986,0.04258,0.04402,0.01728,0.0003,5.65731,0.11489,-0.99581,0.01236,0.07799,5.0996,3.25995,4.31798,18.64492,5.29704,0.94637,-0.4375,0.19172,14.81687,0.58007,0.6294,0.13296,0.01768,5.73834,-1.15379,0.56171,0.20724,0.75487,0.6488,0.66837,0.34764,0.12085,5.55139,0.18617,-0.54344,0.04553,1.48997,MIXANDMATCH
ASP-POTASSCO-classification,XGBOOST,brier_score,11,259,1,13.0,2.9266,0.70471,0.81946,0.27242,0.07421,7.87901,-1.04199,-0.19849,0.0759,0.98635,1.70563,0.43243,0.43243,0.40481,0.42113,0.43243,0.39772,0.43243,0.43243,0.38698,0.41561,0.04317,0.10576,0.0396,0.70637,0.04562,0.04247,0.02636,0.00069,5.54631,0.77416,0.02428,0.00927,0.12201,0.99658,0.30476,2.3084,5.32873,4.08048,3.65757,12.43443,0.0371,12.12052,0.22315,0.19531,0.09921,0.00984,5.64726,0.96651,0.66636,0.09955,0.53032,0.07763,0.04345,0.08774,0.0077,5.12418,2.51345,6.85089,0.01012,0.46542,BETA
ASP-POTASSCO-classification,ADABOOST,log_loss,11,259,1,13.0,2.1203,0.77956,0.84849,0.21515,0.04629,7.94263,-1.92185,3.14058,0.09622,0.99541,1.91881,0.30116,0.30116,0.13908,0.21612,0.30116,0.17707,0.30116,0.30116,0.14535,0.23706,0.05474,0.63647,0.05202,0.77773,0.0418,0.04093,0.01774,0.00031,5.65199,0.5155,-0.4819,0.01236,0.08417,0.72556,0.51135,0.82692,0.68379,5.20298,3.46266,13.62488,0.11509,5.06509,0.33599,0.32915,0.10333,0.01068,5.71417,0.5576,-0.00064,0.14828,0.58401,0.15029,0.13548,0.10976,0.01205,5.45307,1.61982,2.31841,0.02387,0.4869,VECTORSCALING
ASP-POTASSCO-classification,DECISION_TREE,log_loss,11,259,1,13.0,2.66092,0.81658,0.89535,0.16335,0.02668,7.98504,-1.14222,-0.20789,0.48414,0.96645,2.06428,0.3166,0.3166,0.20153,0.28214,0.3166,0.23228,0.3166,0.3166,0.21346,0.29434,0.04587,0.11888,0.05746,0.81424,0.04044,0.04093,0.02013,0.00041,5.60568,0.82685,0.73302,0.00927,0.09961,3.62405,3.17521,2.745,7.53501,5.35777,0.81434,-0.23902,0.06748,10.69648,0.34087,0.35206,0.09661,0.00933,5.71963,-0.26227,-0.57971,0.12546,0.52781,0.19422,0.19177,0.11456,0.01312,5.52068,0.57037,-0.2203,0.01597,0.51186,DIRICHLET
ASP-POTASSCO-classification,GRADIENT_BOOSTING,log_loss,11,259,1,13.0,2.80601,0.75476,0.83477,0.22128,0.04897,7.9428,-1.18352,0.25756,0.21555,0.99397,1.82864,0.39768,0.39768,0.36911,0.38543,0.39768,0.32935,0.39768,0.39768,0.32658,0.37236,0.07118,0.21073,0.06824,0.7375,0.04529,0.04015,0.02543,0.00065,5.56515,0.97265,0.53691,0.00695,0.11506,0.71886,0.46999,0.86509,0.74839,5.07102,2.71621,7.20672,0.02933,4.16849,0.22588,0.20524,0.09563,0.00914,5.6616,1.12213,0.90031,0.07874,0.48227,0.075,0.05061,0.07597,0.00577,5.22998,2.08183,3.51246,0.00634,0.32184,PLATT
ASP-POTASSCO-classification,NAIVE_BAYES,log_loss,11,259,1,13.0,0.93352,0.84658,0.87632,0.11886,0.01413,8.00048,-2.31107,5.51231,0.42548,0.98567,2.0906,0.25097,0.25097,0.16985,0.29003,0.25097,0.12726,0.25097,0.25097,0.10484,0.18786,0.08855,0.30515,0.08132,0.84002,0.06095,0.05251,0.03378,0.00114,5.54485,0.37809,-0.66256,0.00154,0.13205,4.62979,2.63726,4.99153,24.91542,5.0774,1.60048,1.59583,0.00094,18.39465,0.56223,0.63802,0.18314,0.03354,5.68215,-1.22755,0.87084,0.01488,0.81921,0.67698,0.70977,0.483,0.23329,5.42056,1.49698,3.87206,0.00022,2.4249,ISOTONIC
ASP-POTASSCO-classification,RANDOM_FOREST,log_loss,11,259,1,13.0,2.94734,0.69697,0.84434,0.30049,0.0903,7.83295,-1.107,-0.22273,0.03354,0.98314,1.72036,0.43243,0.43243,0.38114,0.40959,0.43243,0.39272,0.43243,0.43243,0.37987,0.41503,0.08562,0.2729,0.07502,0.70995,0.04835,0.04093,0.02778,0.00077,5.54046,0.61928,-0.26912,0.00386,0.1251,1.12321,0.32759,2.67483,7.15473,4.068,4.31561,19.51039,0.02766,16.55259,0.25788,0.22257,0.12897,0.01663,5.61096,0.89967,0.20658,0.08829,0.64941,0.10981,0.05927,0.13406,0.01797,5.02292,2.82402,10.4922,0.00849,0.79825,VECTORSCALING
ASP-POTASSCO-classification,SVM,log_loss,11,259,1,13.0,0.54631,0.84132,0.89649,0.152,0.02311,7.98115,-3.10418,12.93697,0.0,0.99627,2.1357,0.21236,0.21236,0.04631,0.09764,0.21236,0.09703,0.21236,0.21236,0.04719,0.1015,0.08135,0.53272,0.11036,0.84797,0.03826,0.0332,0.01782,0.00032,5.63103,0.8691,0.5786,0.01004,0.09266,3.45257,2.05493,3.85106,14.83064,5.15705,2.31341,4.44724,0.11989,16.87697,0.56469,0.57666,0.12935,0.01673,5.73986,-0.72065,0.24014,0.17935,0.7734,0.57704,0.47823,0.36142,0.13062,5.50839,1.00365,0.7918,0.03342,1.60497,AdaptiveTemperatureScaling
ASP-POTASSCO-classification,XGBOOST,log_loss,11,259,1,13.0,2.9266,0.70471,0.81946,0.27242,0.07421,7.87901,-1.04199,-0.19849,0.0759,0.98635,1.70563,0.43243,0.43243,0.40481,0.42113,0.43243,0.39772,0.43243,0.43243,0.38698,0.41561,0.04317,0.10576,0.0396,0.70637,0.04562,0.04247,0.02636,0.00069,5.54631,0.77416,0.02428,0.00927,0.12201,0.99658,0.30476,2.3084,5.32873,4.08048,3.65757,12.43443,0.0371,12.12052,0.22315,0.19531,0.09921,0.00984,5.64726,0.96651,0.66636,0.09955,0.53032,0.07763,0.04345,0.08774,0.0077,5.12418,2.51345,6.85089,0.01012,0.46542,BETA
Advanced_IoT_Dataset,ADABOOST,brier_score,6,6000,1,1.0,2.25163,0.16667,0.0,0.2357,0.05556,10.96578,0.70711,-1.5,0.0,0.5,0.23105,0.83333,0.83333,0.75,0.75,0.83333,0.83333,0.83333,0.83333,0.77778,0.77778,0.0,0.0,0.0,0.16667,0.01778,0.03333,0.01663,0.00028,3.0,-0.13363,-1.98214,0.0,0.03333,0.0431,0.07043,0.04042,0.00163,2.99823,-0.11967,-1.96994,0.0,0.08229,0.07312,0.1371,0.0684,0.00468,3.0,-0.13363,-1.98214,0.0,0.1371,0.0102,0.01912,0.00954,9e-05,3.0,-0.13363,-1.98214,-0.0,0.01912,MIXANDMATCH
Advanced_IoT_Dataset,ADABOOST,log_loss,6,6000,1,1.0,2.25163,0.16667,0.0,0.2357,0.05556,10.96578,0.70711,-1.5,0.0,0.5,0.23105,0.83333,0.83333,0.75,0.75,0.83333,0.83333,0.83333,0.83333,0.77778,0.77778,0.0,0.0,0.0,0.16667,0.01778,0.03333,0.01663,0.00028,3.0,-0.13363,-1.98214,0.0,0.03333,0.0431,0.07043,0.04042,0.00163,2.99823,-0.11967,-1.96994,0.0,0.08229,0.07312,0.1371,0.0684,0.00468,3.0,-0.13363,-1.98214,0.0,0.1371,0.0102,0.01912,0.00954,9e-05,3.0,-0.13363,-1.98214,-0.0,0.01912,MIXANDMATCH
